"GEO_ID","NAME","B01003_001E","B01003_001M","B01003_001MA","B01003_001EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","7194","1272","null","null",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","4140","350","null","null",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","4356","345","null","null",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","4571","505","null","null",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","4207","472","null","null",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","5405","737","null","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","3221","422","null","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","3659","699","null","null",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","1305","348","null","null",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","3693","538","null","null",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","5733","777","null","null",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","4273","797","null","null",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","3854","745","null","null",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","965","241","null","null",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","3231","30","null","null",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","4042","20","null","null",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","2856","382","null","null",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","4131","454","null","null",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","5399","819","null","null",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","6890","1249","null","null",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","2366","537","null","null",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","8436","935","null","null",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","6613","833","null","null",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","4143","125","null","null",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","2901","459","null","null",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","4973","648","null","null",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","4601","570","null","null",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","3433","563","null","null",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","4963","691","null","null",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","3491","596","null","null",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","4536","578","null","null",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","3992","480","null","null",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","3910","820","null","null",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","4923","765","null","null",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","4148","568","null","null",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","2638","374","null","null",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","2754","420","null","null",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","2116","289","null","null",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","7780","1629","null","null",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","4810","705","null","null",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","908","283","null","null",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","2820","658","null","null",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","3838","718","null","null",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","8052","937","null","null",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","2238","322","null","null",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","6252","804","null","null",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","3384","437","null","null",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1698","255","null","null",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","3590","516","null","null",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","3031","308","null","null",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1950","219","null","null",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","3206","425","null","null",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","3192","448","null","null",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","4022","652","null","null",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","1926","443","null","null",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","4686","847","null","null",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","7573","940","null","null",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","2850","579","null","null",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","2696","479","null","null",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","3187","741","null","null",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","4674","1090","null","null",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","6294","1167","null","null",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","4570","840","null","null",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","1079","374","null","null",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","1683","473","null","null",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","1130","311","null","null",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","1692","314","null","null",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","1348","295","null","null",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","5496","751","null","null",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","4903","1005","null","null",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","1922","352","null","null",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","1356","364","null","null",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","793","211","null","null",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","1798","474","null","null",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","2950","518","null","null",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","1834","447","null","null",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","1517","465","null","null",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","1478","287","null","null",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","3726","517","null","null",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","1791","271","null","null",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","2044","558","null","null",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","2337","477","null","null",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","2149","648","null","null",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","1120","352","null","null",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","1672","362","null","null",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","1349","310","null","null",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","2688","454","null","null",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","2199","536","null","null",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","2409","498","null","null",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","2201","413","null","null",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","1589","377","null","null",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","2200","382","null","null",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","1869","340","null","null",
"1400000US17031838600","Census Tract 8386, Cook County, Illinois","1735","358","null","null",
"1400000US17031838700","Census Tract 8387, Cook County, Illinois","3932","878","null","null",
"1400000US17031838800","Census Tract 8388, Cook County, Illinois","3033","538","null","null",
"1400000US17031839000","Census Tract 8390, Cook County, Illinois","10026","1292","null","null",
"1400000US17031839100","Census Tract 8391, Cook County, Illinois","7916","887","null","null",
"1400000US17031839200","Census Tract 8392, Cook County, Illinois","2434","411","null","null",
"1400000US17031839500","Census Tract 8395, Cook County, Illinois","1588","266","null","null",
"1400000US17031839600","Census Tract 8396, Cook County, Illinois","1688","410","null","null",
"1400000US17031839700","Census Tract 8397, Cook County, Illinois","4752","770","null","null",
"1400000US17031839800","Census Tract 8398, Cook County, Illinois","2667","377","null","null",
"1400000US17031839900","Census Tract 8399, Cook County, Illinois","4471","478","null","null",
"1400000US17031840000","Census Tract 8400, Cook County, Illinois","2502","381","null","null",
"1400000US17031840100","Census Tract 8401, Cook County, Illinois","3303","454","null","null",
"1400000US17031840200","Census Tract 8402, Cook County, Illinois","2190","298","null","null",
"1400000US17031840300","Census Tract 8403, Cook County, Illinois","3618","509","null","null",
"1400000US17031840400","Census Tract 8404, Cook County, Illinois","3153","586","null","null",
"1400000US17031840700","Census Tract 8407, Cook County, Illinois","3508","932","null","null",
"1400000US17031840800","Census Tract 8408, Cook County, Illinois","3243","573","null","null",
"1400000US17031841000","Census Tract 8410, Cook County, Illinois","1025","146","null","null",
"1400000US17031841100","Census Tract 8411, Cook County, Illinois","7165","983","null","null",
"1400000US17031841200","Census Tract 8412, Cook County, Illinois","4682","946","null","null",
"1400000US17031841300","Census Tract 8413, Cook County, Illinois","4299","641","null","null",
"1400000US17031841500","Census Tract 8415, Cook County, Illinois","2369","478","null","null",
"1400000US17031841700","Census Tract 8417, Cook County, Illinois","1444","402","null","null",
"1400000US17031841800","Census Tract 8418, Cook County, Illinois","2502","424","null","null",
"1400000US17031841900","Census Tract 8419, Cook County, Illinois","6391","546","null","null",
"1400000US17031842000","Census Tract 8420, Cook County, Illinois","3145","367","null","null",
"1400000US17031842100","Census Tract 8421, Cook County, Illinois","7608","1504","null","null",
"1400000US17031842200","Census Tract 8422, Cook County, Illinois","3619","669","null","null",
"1400000US17031842300","Census Tract 8423, Cook County, Illinois","3123","487","null","null",
"1400000US17031842400","Census Tract 8424, Cook County, Illinois","3098","691","null","null",
"1400000US17031842500","Census Tract 8425, Cook County, Illinois","2145","380","null","null",
"1400000US17031842600","Census Tract 8426, Cook County, Illinois","4155","614","null","null",
"1400000US17031842800","Census Tract 8428, Cook County, Illinois","6916","1473","null","null",
"1400000US17031842900","Census Tract 8429, Cook County, Illinois","2711","368","null","null",
"1400000US17031843000","Census Tract 8430, Cook County, Illinois","2494","541","null","null",
"1400000US17031843100","Census Tract 8431, Cook County, Illinois","1449","360","null","null",
"1400000US17031843200","Census Tract 8432, Cook County, Illinois","2251","365","null","null",
"1400000US17031843300","Census Tract 8433, Cook County, Illinois","1713","519","null","null",
"1400000US17031843400","Census Tract 8434, Cook County, Illinois","1379","425","null","null",
"1400000US17031843500","Census Tract 8435, Cook County, Illinois","10673","1401","null","null",
"1400000US17031843600","Census Tract 8436, Cook County, Illinois","2993","485","null","null",
"1400000US17031843700","Census Tract 8437, Cook County, Illinois","2376","408","null","null",
"1400000US17031843800","Census Tract 8438, Cook County, Illinois","1475","301","null","null",
"1400000US17031843900","Census Tract 8439, Cook County, Illinois","3433","618","null","null",
"1400000US17031980000","Census Tract 9800, Cook County, Illinois","0","12","null","null",
"1400000US17031980100","Census Tract 9801, Cook County, Illinois","0","12","null","null",
"1400000US17031990000","Census Tract 9900, Cook County, Illinois","0","12","null","null",
"1400000US17037000100","Census Tract 1, DeKalb County, Illinois","6589","370","null","null",
"1400000US17037000200","Census Tract 2, DeKalb County, Illinois","4958","501","null","null",
"1400000US17037000300","Census Tract 3, DeKalb County, Illinois","2872","350","null","null",
"1400000US17037000500","Census Tract 5, DeKalb County, Illinois","4174","493","null","null",
"1400000US17037000600","Census Tract 6, DeKalb County, Illinois","5542","547","null","null",
"1400000US17037000700","Census Tract 7, DeKalb County, Illinois","4047","366","null","null",
"1400000US17037000800","Census Tract 8, DeKalb County, Illinois","5987","698","null","null",
"1400000US17037000900","Census Tract 9, DeKalb County, Illinois","6121","747","null","null",
"1400000US17037001002","Census Tract 10.02, DeKalb County, Illinois","6469","809","null","null",
"1400000US17037001300","Census Tract 13, DeKalb County, Illinois","5735","833","null","null",
"1400000US17037001400","Census Tract 14, DeKalb County, Illinois","6689","716","null","null",
"1400000US17037001500","Census Tract 15, DeKalb County, Illinois","3891","544","null","null",
"1400000US17037001600","Census Tract 16, DeKalb County, Illinois","4644","407","null","null",
"1400000US17037001700","Census Tract 17, DeKalb County, Illinois","3482","309","null","null",
"1400000US17037001800","Census Tract 18, DeKalb County, Illinois","4231","375","null","null",
"1400000US17037001900","Census Tract 19, DeKalb County, Illinois","2542","275","null","null",
"1400000US17037002000","Census Tract 20, DeKalb County, Illinois","5239","310","null","null",
"1400000US17037002100","Census Tract 21, DeKalb County, Illinois","2093","287","null","null",
"1400000US17037002200","Census Tract 22, DeKalb County, Illinois","3674","493","null","null",
"1400000US17043840000","Census Tract 8400, DuPage County, Illinois","2788","375","null","null",
"1400000US17043840101","Census Tract 8401.01, DuPage County, Illinois","5671","618","null","null",
"1400000US17043840102","Census Tract 8401.02, DuPage County, Illinois","4333","439","null","null",
"1400000US17043840103","Census Tract 8401.03, DuPage County, Illinois","5645","555","null","null",
"1400000US17043840104","Census Tract 8401.04, DuPage County, Illinois","6052","922","null","null",
"1400000US17043840201","Census Tract 8402.01, DuPage County, Illinois","6666","347","null","null",
"1400000US17043840202","Census Tract 8402.02, DuPage County, Illinois","5647","675","null","null",
"1400000US17043840303","Census Tract 8403.03, DuPage County, Illinois","3477","625","null","null",
"1400000US17043840304","Census Tract 8403.04, DuPage County, Illinois","3759","458","null","null",
"1400000US17043840600","Census Tract 8406, DuPage County, Illinois","5159","418","null","null",
"1400000US17043840703","Census Tract 8407.03, DuPage County, Illinois","4241","716","null","null",
"1400000US17043840704","Census Tract 8407.04, DuPage County, Illinois","3129","539","null","null",
"1400000US17043840705","Census Tract 8407.05, DuPage County, Illinois","3820","463","null","null",
"1400000US17043840706","Census Tract 8407.06, DuPage County, Illinois","3543","386","null","null",
"1400000US17043840801","Census Tract 8408.01, DuPage County, Illinois","2617","395","null","null",
"1400000US17043840802","Census Tract 8408.02, DuPage County, Illinois","5952","761","null","null",
"1400000US17043840901","Census Tract 8409.01, DuPage County, Illinois","3919","467","null","null",
"1400000US17043840904","Census Tract 8409.04, DuPage County, Illinois","3804","426","null","null",
"1400000US17043840906","Census Tract 8409.06, DuPage County, Illinois","2716","355","null","null",
"1400000US17043840907","Census Tract 8409.07, DuPage County, Illinois","4589","474","null","null",
"1400000US17043840908","Census Tract 8409.08, DuPage County, Illinois","4915","1017","null","null",
"1400000US17043840910","Census Tract 8409.10, DuPage County, Illinois","4728","531","null","null",
"1400000US17043840911","Census Tract 8409.11, DuPage County, Illinois","2997","338","null","null",
"1400000US17043841002","Census Tract 8410.02, DuPage County, Illinois","2827","310","null","null",
"1400000US17043841003","Census Tract 8410.03, DuPage County, Illinois","3365","386","null","null",
"1400000US17043841004","Census Tract 8410.04, DuPage County, Illinois","4113","722","null","null",
"1400000US17043841102","Census Tract 8411.02, DuPage County, Illinois","5753","759","null","null",
"1400000US17043841103","Census Tract 8411.03, DuPage County, Illinois","4247","823","null","null",
"1400000US17043841104","Census Tract 8411.04, DuPage County, Illinois","4274","627","null","null",
"1400000US17043841108","Census Tract 8411.08, DuPage County, Illinois","4727","491","null","null",
"1400000US17043841109","Census Tract 8411.09, DuPage County, Illinois","4312","601","null","null",
"1400000US17043841110","Census Tract 8411.10, DuPage County, Illinois","3387","516","null","null",
"1400000US17043841111","Census Tract 8411.11, DuPage County, Illinois","3313","361","null","null",
"1400000US17043841112","Census Tract 8411.12, DuPage County, Illinois","3506","791","null","null",
"1400000US17043841113","Census Tract 8411.13, DuPage County, Illinois","3810","803","null","null",
"1400000US17043841114","Census Tract 8411.14, DuPage County, Illinois","3976","419","null","null",
"1400000US17043841204","Census Tract 8412.04, DuPage County, Illinois","5920","635","null","null",
"1400000US17043841205","Census Tract 8412.05, DuPage County, Illinois","4348","363","null","null",
"1400000US17043841206","Census Tract 8412.06, DuPage County, Illinois","5655","575","null","null",
"1400000US17043841207","Census Tract 8412.07, DuPage County, Illinois","3150","528","null","null",
"1400000US17043841208","Census Tract 8412.08, DuPage County, Illinois","5233","648","null","null",
"1400000US17043841209","Census Tract 8412.09, DuPage County, Illinois","3632","410","null","null",
"1400000US17043841210","Census Tract 8412.10, DuPage County, Illinois","4343","515","null","null",
"1400000US17043841307","Census Tract 8413.07, DuPage County, Illinois","5657","461","null","null",
"1400000US17043841308","Census Tract 8413.08, DuPage County, Illinois","4796","938","null","null",
"1400000US17043841310","Census Tract 8413.10, DuPage County, Illinois","3755","421","null","null",
"1400000US17043841312","Census Tract 8413.12, DuPage County, Illinois","3459","352","null","null",
"1400000US17043841313","Census Tract 8413.13, DuPage County, Illinois","2726","391","null","null",
"1400000US17043841314","Census Tract 8413.14, DuPage County, Illinois","6780","795","null","null",
"1400000US17043841315","Census Tract 8413.15, DuPage County, Illinois","3044","305","null","null",
"1400000US17043841316","Census Tract 8413.16, DuPage County, Illinois","3550","383","null","null",
"1400000US17043841318","Census Tract 8413.18, DuPage County, Illinois","2708","245","null","null",
"1400000US17043841320","Census Tract 8413.20, DuPage County, Illinois","2443","359","null","null",
"1400000US17043841321","Census Tract 8413.21, DuPage County, Illinois","2456","274","null","null",
"1400000US17043841322","Census Tract 8413.22, DuPage County, Illinois","5320","483","null","null",
"1400000US17043841323","Census Tract 8413.23, DuPage County, Illinois","2823","290","null","null",
"1400000US17043841324","Census Tract 8413.24, DuPage County, Illinois","3160","436","null","null",
"1400000US17043841325","Census Tract 8413.25, DuPage County, Illinois","5906","597","null","null",
"1400000US17043841326","Census Tract 8413.26, DuPage County, Illinois","3636","375","null","null",
"1400000US17043841327","Census Tract 8413.27, DuPage County, Illinois","3897","330","null","null",
"1400000US17043841401","Census Tract 8414.01, DuPage County, Illinois","5799","751","null","null",
"1400000US17043841403","Census Tract 8414.03, DuPage County, Illinois","4087","420","null","null",
"1400000US17043841404","Census Tract 8414.04, DuPage County, Illinois","3225","447","null","null",
"1400000US17043841501","Census Tract 8415.01, DuPage County, Illinois","6186","671","null","null",
"1400000US17043841503","Census Tract 8415.03, DuPage County, Illinois","4416","563","null","null",
"1400000US17043841504","Census Tract 8415.04, DuPage County, Illinois","3514","746","null","null",
"1400000US17043841603","Census Tract 8416.03, DuPage County, Illinois","4419","663","null","null",
"1400000US17043841604","Census Tract 8416.04, DuPage County, Illinois","4712","555","null","null",
"1400000US17043841605","Census Tract 8416.05, DuPage County, Illinois","3678","347","null","null",
"1400000US17043841606","Census Tract 8416.06, DuPage County, Illinois","1858","212","null","null",
"1400000US17043841607","Census Tract 8416.07, DuPage County, Illinois","4653","507","null","null",
"1400000US17043841704","Census Tract 8417.04, DuPage County, Illinois","4358","399","null","null",
"1400000US17043841705","Census Tract 8417.05, DuPage County, Illinois","6639","848","null","null",
"1400000US17043841706","Census Tract 8417.06, DuPage County, Illinois","4148","449","null","null",
"1400000US17043841801","Census Tract 8418.01, DuPage County, Illinois","5071","399","null","null",
"1400000US17043841802","Census Tract 8418.02, DuPage County, Illinois","5387","539","null","null",
"1400000US17043841901","Census Tract 8419.01, DuPage County, Illinois","2699","332","null","null",
"1400000US17043841902","Census Tract 8419.02, DuPage County, Illinois","4224","371","null","null",
"1400000US17043842000","Census Tract 8420, DuPage County, Illinois","4084","518","null","null",
"1400000US17043842100","Census Tract 8421, DuPage County, Illinois","6036","704","null","null",
"1400000US17043842200","Census Tract 8422, DuPage County, Illinois","4510","571","null","null",
"1400000US17043842300","Census Tract 8423, DuPage County, Illinois","3651","448","null","null",
"1400000US17043842400","Census Tract 8424, DuPage County, Illinois","5019","442","null","null",
"1400000US17043842500","Census Tract 8425, DuPage County, Illinois","3578","377","null","null",
"1400000US17043842601","Census Tract 8426.01, DuPage County, Illinois","4176","418","null","null",
"1400000US17043842602","Census Tract 8426.02, DuPage County, Illinois","3921","468","null","null",
"1400000US17043842603","Census Tract 8426.03, DuPage County, Illinois","3748","528","null","null",
"1400000US17043842604","Census Tract 8426.04, DuPage County, Illinois","4321","426","null","null",
"1400000US17043842605","Census Tract 8426.05, DuPage County, Illinois","3834","317","null","null",
"1400000US17043842702","Census Tract 8427.02, DuPage County, Illinois","4514","470","null","null",
"1400000US17043842703","Census Tract 8427.03, DuPage County, Illinois","4162","559","null","null",
"1400000US17043842704","Census Tract 8427.04, DuPage County, Illinois","5549","751","null","null",
"1400000US17043842706","Census Tract 8427.06, DuPage County, Illinois","4667","636","null","null",
"1400000US17043842708","Census Tract 8427.08, DuPage County, Illinois","2486","199","null","null",
"1400000US17043842709","Census Tract 8427.09, DuPage County, Illinois","3657","567","null","null",
"1400000US17043842710","Census Tract 8427.10, DuPage County, Illinois","3480","378","null","null",
"1400000US17043842711","Census Tract 8427.11, DuPage County, Illinois","2470","451","null","null",
"1400000US17043842800","Census Tract 8428, DuPage County, Illinois","4656","546","null","null",
"1400000US17043842900","Census Tract 8429, DuPage County, Illinois","5805","449","null","null",
"1400000US17043843000","Census Tract 8430, DuPage County, Illinois","4616","498","null","null",
"1400000US17043843100","Census Tract 8431, DuPage County, Illinois","4137","406","null","null",
"1400000US17043843200","Census Tract 8432, DuPage County, Illinois","5273","561","null","null",
"1400000US17043843301","Census Tract 8433.01, DuPage County, Illinois","3817","267","null","null",
"1400000US17043843302","Census Tract 8433.02, DuPage County, Illinois","3382","900","null","null",
"1400000US17043843400","Census Tract 8434, DuPage County, Illinois","3504","438","null","null",
"1400000US17043843500","Census Tract 8435, DuPage County, Illinois","5396","799","null","null",
"1400000US17043843601","Census Tract 8436.01, DuPage County, Illinois","3576","519","null","null",
"1400000US17043843602","Census Tract 8436.02, DuPage County, Illinois","2962","326","null","null",
"1400000US17043843700","Census Tract 8437, DuPage County, Illinois","4237","469","null","null",
"1400000US17043843800","Census Tract 8438, DuPage County, Illinois","3221","484","null","null",
"1400000US17043843900","Census Tract 8439, DuPage County, Illinois","4264","481","null","null",
"1400000US17043844001","Census Tract 8440.01, DuPage County, Illinois","3976","641","null","null",
"1400000US17043844002","Census Tract 8440.02, DuPage County, Illinois","4246","410","null","null",
"1400000US17043844100","Census Tract 8441, DuPage County, Illinois","4130","419","null","null",
"1400000US17043844201","Census Tract 8442.01, DuPage County, Illinois","5956","928","null","null",
"1400000US17043844202","Census Tract 8442.02, DuPage County, Illinois","2442","355","null","null",
"1400000US17043844304","Census Tract 8443.04, DuPage County, Illinois","4253","686","null","null",
"1400000US17043844305","Census Tract 8443.05, DuPage County, Illinois","4311","586","null","null",
"1400000US17043844306","Census Tract 8443.06, DuPage County, Illinois","5484","537","null","null",
"1400000US17043844307","Census Tract 8443.07, DuPage County, Illinois","3568","431","null","null",
"1400000US17043844401","Census Tract 8444.01, DuPage County, Illinois","3081","279","null","null",
"1400000US17043844402","Census Tract 8444.02, DuPage County, Illinois","4513","492","null","null",
"1400000US17043844501","Census Tract 8445.01, DuPage County, Illinois","3271","577","null","null",
"1400000US17043844502","Census Tract 8445.02, DuPage County, Illinois","3292","464","null","null",
"1400000US17043844601","Census Tract 8446.01, DuPage County, Illinois","3218","298","null","null",
"1400000US17043844602","Census Tract 8446.02, DuPage County, Illinois","4995","635","null","null",
"1400000US17043844701","Census Tract 8447.01, DuPage County, Illinois","4005","488","null","null",
"1400000US17043844702","Census Tract 8447.02, DuPage County, Illinois","5835","573","null","null",
"1400000US17043844801","Census Tract 8448.01, DuPage County, Illinois","4288","439","null","null",
"1400000US17043844802","Census Tract 8448.02, DuPage County, Illinois","3493","568","null","null",
"1400000US17043844901","Census Tract 8449.01, DuPage County, Illinois","3480","372","null","null",
"1400000US17043844902","Census Tract 8449.02, DuPage County, Illinois","4269","528","null","null",
"1400000US17043845000","Census Tract 8450, DuPage County, Illinois","6541","866","null","null",
"1400000US17043845100","Census Tract 8451, DuPage County, Illinois","6010","636","null","null",
"1400000US17043845200","Census Tract 8452, DuPage County, Illinois","4848","422","null","null",
"1400000US17043845300","Census Tract 8453, DuPage County, Illinois","3219","375","null","null",
"1400000US17043845401","Census Tract 8454.01, DuPage County, Illinois","3732","408","null","null",
"1400000US17043845402","Census Tract 8454.02, DuPage County, Illinois","3156","378","null","null",
"1400000US17043845502","Census Tract 8455.02, DuPage County, Illinois","4732","536","null","null",
"1400000US17043845505","Census Tract 8455.05, DuPage County, Illinois","4001","500","null","null",
"1400000US17043845506","Census Tract 8455.06, DuPage County, Illinois","3297","418","null","null",
"1400000US17043845507","Census Tract 8455.07, DuPage County, Illinois","3399","535","null","null",
"1400000US17043845508","Census Tract 8455.08, DuPage County, Illinois","3977","562","null","null",
"1400000US17043845509","Census Tract 8455.09, DuPage County, Illinois","3652","723","null","null",
"1400000US17043845510","Census Tract 8455.10, DuPage County, Illinois","3512","465","null","null",
"1400000US17043845601","Census Tract 8456.01, DuPage County, Illinois","4474","552","null","null",
"1400000US17043845602","Census Tract 8456.02, DuPage County, Illinois","4702","449","null","null",
"1400000US17043845701","Census Tract 8457.01, DuPage County, Illinois","4370","597","null","null",
"1400000US17043845702","Census Tract 8457.02, DuPage County, Illinois","4548","436","null","null",
"1400000US17043845703","Census Tract 8457.03, DuPage County, Illinois","4428","331","null","null",
"1400000US17043845704","Census Tract 8457.04, DuPage County, Illinois","4958","846","null","null",
"1400000US17043845802","Census Tract 8458.02, DuPage County, Illinois","3523","392","null","null",
"1400000US17043845803","Census Tract 8458.03, DuPage County, Illinois","4762","663","null","null",
"1400000US17043845805","Census Tract 8458.05, DuPage County, Illinois","4033","465","null","null",
"1400000US17043845807","Census Tract 8458.07, DuPage County, Illinois","6400","753","null","null",
"1400000US17043845808","Census Tract 8458.08, DuPage County, Illinois","3414","365","null","null",
"1400000US17043845809","Census Tract 8458.09, DuPage County, Illinois","4578","495","null","null",
"1400000US17043845810","Census Tract 8458.10, DuPage County, Illinois","3974","579","null","null",
"1400000US17043845811","Census Tract 8458.11, DuPage County, Illinois","3359","274","null","null",
"1400000US17043845901","Census Tract 8459.01, DuPage County, Illinois","3311","413","null","null",
"1400000US17043845902","Census Tract 8459.02, DuPage County, Illinois","3616","390","null","null",
"1400000US17043846002","Census Tract 8460.02, DuPage County, Illinois","4500","449","null","null",
"1400000US17043846003","Census Tract 8460.03, DuPage County, Illinois","4033","394","null","null",
"1400000US17043846004","Census Tract 8460.04, DuPage County, Illinois","3608","489","null","null",
"1400000US17043846102","Census Tract 8461.02, DuPage County, Illinois","4616","515","null","null",
"1400000US17043846103","Census Tract 8461.03, DuPage County, Illinois","5203","412","null","null",
"1400000US17043846104","Census Tract 8461.04, DuPage County, Illinois","4453","646","null","null",
"1400000US17043846105","Census Tract 8461.05, DuPage County, Illinois","3943","758","null","null",
"1400000US17043846106","Census Tract 8461.06, DuPage County, Illinois","3974","566","null","null",
"1400000US17043846201","Census Tract 8462.01, DuPage County, Illinois","6278","745","null","null",
"1400000US17043846202","Census Tract 8462.02, DuPage County, Illinois","6292","590","null","null",
"1400000US17043846203","Census Tract 8462.03, DuPage County, Illinois","4055","383","null","null",
"1400000US17043846205","Census Tract 8462.05, DuPage County, Illinois","3689","507","null","null",
"1400000US17043846206","Census Tract 8462.06, DuPage County, Illinois","4260","374","null","null",
"1400000US17043846207","Census Tract 8462.07, DuPage County, Illinois","5624","724","null","null",
"1400000US17043846208","Census Tract 8462.08, DuPage County, Illinois","3404","455","null","null",
"1400000US17043846209","Census Tract 8462.09, DuPage County, Illinois","4302","475","null","null",
"1400000US17043846304","Census Tract 8463.04, DuPage County, Illinois","5692","520","null","null",
"1400000US17043846305","Census Tract 8463.05, DuPage County, Illinois","5376","768","null","null",
"1400000US17043846307","Census Tract 8463.07, DuPage County, Illinois","4417","455","null","null",
"1400000US17043846308","Census Tract 8463.08, DuPage County, Illinois","4125","838","null","null",
